"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-core-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-core\4.3.7.RELEASE\spring-core-4.3.7.RELEASE.jar,Spring Core,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bfe2809bd044dc97cfca5db00e8ab1e4,54fa2db94cc7222edc90ec71354e47cd1dc07f7b,pkg:maven/org.springframework/spring-core@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2022-22968,CWE-178 Improper Handling of Case Sensitivity,"In Spring Framework versions 5.3.0 - 5.3.18, 5.2.0 - 5.2.20, and older unsupported versions, the patterns for disallowedFields on a DataBinder are case sensitive which means a field is not effectively protected unless it is listed with both upper and lower case for the first character of the field, including upper and lower case for the first character of all nested fields within the property path.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:N,MEDIUM,5.3,/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-core-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-core\4.3.7.RELEASE\spring-core-4.3.7.RELEASE.jar,Spring Core,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bfe2809bd044dc97cfca5db00e8ab1e4,54fa2db94cc7222edc90ec71354e47cd1dc07f7b,pkg:maven/org.springframework/spring-core@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2022-22970,CWE-770 Allocation of Resources Without Limits or Throttling,"In spring framework versions prior to 5.3.20+ , 5.2.22+ and old unsupported versions, applications that handle file uploads are vulnerable to DoS attack if they rely on data binding to set a MultipartFile or javax.servlet.Part to a field in a model object.",NVD,LOW,3.5,/AV:N/AC:M/Au:S/C:N/I:N/A:P,MEDIUM,5.3,/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2013-4152,"CWE-264 Permissions, Privileges, and Access Controls","The Spring OXM wrapper in Spring Framework before 3.2.4 and 4.0.0.M1, when using the JAXB marshaller, does not disable entity resolution, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via an XML external entity declaration in conjunction with an entity reference in a (1) DOMSource, (2) StAXSource, (3) SAXSource, or (4) StreamSource, aka an XML External Entity (XXE) issue.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2013-7315,"CWE-264 Permissions, Privileges, and Access Controls","The Spring MVC in Spring Framework before 3.2.4 and 4.0.0.M1 through 4.0.0.M2 does not disable external entity resolution for the StAX XMLInputFactory, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML with JAXB, aka an XML External Entity (XXE) issue, and a different vulnerability than CVE-2013-4152.  NOTE: this issue was SPLIT from CVE-2013-4152 due to different affected versions.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2014-0054,CWE-352 Cross-Site Request Forgery (CSRF),"The Jaxb2RootElementHttpMessageConverter in Spring MVC in Spring Framework before 3.2.8 and 4.0.0 before 4.0.2 does not disable external entity resolution, which allows remote attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML, aka an XML External Entity (XXE) issue.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-4152, CVE-2013-7315, and CVE-2013-6429.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2016-1000027,CWE-502 Deserialization of Untrusted Data,"Pivotal Spring Framework through 5.3.16 suffers from a potential remote code execution (RCE) issue if used for Java deserialization of untrusted data. Depending on how the library is implemented within a product, this issue may or not occur, and authentication may be required. NOTE: the vendor's position is that untrusted data is not an intended use case. The product's behavior will not be changed because some users rely on deserialization of trusted data.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2018-11039,NVD-CWE-noinfo,"Spring Framework (versions 5.0.x prior to 5.0.7, versions 4.3.x prior to 4.3.18, and older unsupported versions) allow web applications to change the HTTP request method to any HTTP method (including TRACE) using the HiddenHttpMethodFilter in Spring MVC. If an application has a pre-existing XSS vulnerability, a malicious user (or attacker) can use this filter to escalate to an XST (Cross Site Tracing) attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2018-11040,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,"Spring Framework, versions 5.0.x prior to 5.0.7 and 4.3.x prior to 4.3.18 and older unsupported versions, allows web applications to enable cross-domain requests via JSONP (JSON with Padding) through AbstractJsonpResponseBodyAdvice for REST controllers and MappingJackson2JsonView for browser requests. Both are not enabled by default in Spring Framework nor Spring Boot, however, when MappingJackson2JsonView is configured in an application, JSONP support is automatically ready to use through the ""jsonp"" and ""callback"" JSONP parameters, enabling cross-domain requests.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2018-1257,NVD-CWE-noinfo,"Spring Framework, versions 5.0.x prior to 5.0.6, versions 4.3.x prior to 4.3.17, and older unsupported versions allows applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a regular expression, denial of service attack.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2018-1259,CWE-611 Improper Restriction of XML External Entity Reference ('XXE'),"Spring Data Commons, versions 1.13 prior to 1.13.12 and 2.0 prior to 2.0.7, used in combination with XMLBeam 1.4.14 or earlier versions, contains a property binder vulnerability caused by improper restriction of XML external entity references as underlying library XMLBeam does not restrict external reference expansion. An unauthenticated remote malicious user can supply specially crafted request parameters against Spring Data's projection-based request payload binding to access arbitrary files on the system.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:P/A:N,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2018-1273,CWE-20 Improper Input Validation,"Spring Data Commons, versions prior to 1.13 to 1.13.10, 2.0 to 2.0.5, and older unsupported versions, contain a property binder vulnerability caused by improper neutralization of special elements. An unauthenticated remote malicious user (or attacker) can supply specially crafted request parameters against Spring Data REST backed HTTP resources or using Spring Data's projection-based request payload binding hat can lead to a remote code execution attack.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2018-1274,CWE-770 Allocation of Resources Without Limits or Throttling,"Spring Data Commons, versions 1.13 to 1.13.10, 2.0 to 2.0.5, and older unsupported versions, contain a property path parser vulnerability caused by unlimited resource allocation. An unauthenticated remote malicious user (or attacker) can issue requests against Spring Data REST endpoints or endpoints using property path parsing which can cause a denial of service (CPU and memory consumption).",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2020-5421,NVD-CWE-noinfo,"In Spring Framework versions 5.2.0 - 5.2.8, 5.1.0 - 5.1.17, 5.0.0 - 5.0.18, 4.3.0 - 4.3.28, and older unsupported versions, the protections against RFD attacks from CVE-2015-5211 may be bypassed depending on the browser used through the use of a jsessionid path parameter.",NVD,LOW,3.6,/AV:N/AC:H/Au:S/C:P/I:P/A:N,MEDIUM,6.5,/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:H/A:N,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2022-22950,CWE-770 Allocation of Resources Without Limits or Throttling,"n Spring Framework versions 5.3.0 - 5.3.16 and older unsupported versions, it is possible for a user to provide a specially crafted SpEL expression that may cause a denial of service condition.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2022-22965,CWE-94 Improper Control of Generation of Code ('Code Injection'),"A Spring MVC or Spring WebFlux application running on JDK 9+ may be vulnerable to remote code execution (RCE) via data binding. The specific exploit requires the application to run on Tomcat as a WAR deployment. If the application is deployed as a Spring Boot executable jar, i.e. the default, it is not vulnerable to the exploit. However, the nature of the vulnerability is more general, and there may be other ways to exploit it.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2022-22968,CWE-178 Improper Handling of Case Sensitivity,"In Spring Framework versions 5.3.0 - 5.3.18, 5.2.0 - 5.2.20, and older unsupported versions, the patterns for disallowedFields on a DataBinder are case sensitive which means a field is not effectively protected unless it is listed with both upper and lower case for the first character of the field, including upper and lower case for the first character of all nested fields within the property path.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:N,MEDIUM,5.3,/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-commons-1.13.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-commons\1.13.1.RELEASE\spring-data-commons-1.13.1.RELEASE.jar,"","",376b1dce8f8530301ef1834d773138fc,4e4257f2eb3f191613b4b000d43e8d0c3ff4457e,pkg:maven/org.springframework.data/spring-data-commons@1.13.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_commons:1.13.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.13.1:release:*:*:*:*:*:*",CVE-2022-22970,CWE-770 Allocation of Resources Without Limits or Throttling,"In spring framework versions prior to 5.3.20+ , 5.2.22+ and old unsupported versions, applications that handle file uploads are vulnerable to DoS attack if they rely on data binding to set a MultipartFile or javax.servlet.Part to a field in a model object.",NVD,LOW,3.5,/AV:N/AC:M/Au:S/C:N/I:N/A:P,MEDIUM,5.3,/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,30
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-jpa-1.11.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-jpa\1.11.1.RELEASE\spring-data-jpa-1.11.1.RELEASE.jar,Spring Data module for JPA repositories.,"",22d87c3030bdf631930061f6e6711ec4,fa362aecd78883991f57a5d64e19f34b57a2c34d,pkg:maven/org.springframework.data/spring-data-jpa@1.11.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_jpa:1.11.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.11.1:release:*:*:*:*:*:*",CVE-2013-4152,"CWE-264 Permissions, Privileges, and Access Controls","The Spring OXM wrapper in Spring Framework before 3.2.4 and 4.0.0.M1, when using the JAXB marshaller, does not disable entity resolution, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via an XML external entity declaration in conjunction with an entity reference in a (1) DOMSource, (2) StAXSource, (3) SAXSource, or (4) StreamSource, aka an XML External Entity (XXE) issue.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,32
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-jpa-1.11.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-jpa\1.11.1.RELEASE\spring-data-jpa-1.11.1.RELEASE.jar,Spring Data module for JPA repositories.,"",22d87c3030bdf631930061f6e6711ec4,fa362aecd78883991f57a5d64e19f34b57a2c34d,pkg:maven/org.springframework.data/spring-data-jpa@1.11.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_jpa:1.11.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.11.1:release:*:*:*:*:*:*",CVE-2013-7315,"CWE-264 Permissions, Privileges, and Access Controls","The Spring MVC in Spring Framework before 3.2.4 and 4.0.0.M1 through 4.0.0.M2 does not disable external entity resolution for the StAX XMLInputFactory, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML with JAXB, aka an XML External Entity (XXE) issue, and a different vulnerability than CVE-2013-4152.  NOTE: this issue was SPLIT from CVE-2013-4152 due to different affected versions.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,32
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-jpa-1.11.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-jpa\1.11.1.RELEASE\spring-data-jpa-1.11.1.RELEASE.jar,Spring Data module for JPA repositories.,"",22d87c3030bdf631930061f6e6711ec4,fa362aecd78883991f57a5d64e19f34b57a2c34d,pkg:maven/org.springframework.data/spring-data-jpa@1.11.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_jpa:1.11.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.11.1:release:*:*:*:*:*:*",CVE-2014-0054,CWE-352 Cross-Site Request Forgery (CSRF),"The Jaxb2RootElementHttpMessageConverter in Spring MVC in Spring Framework before 3.2.8 and 4.0.0 before 4.0.2 does not disable external entity resolution, which allows remote attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML, aka an XML External Entity (XXE) issue.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-4152, CVE-2013-7315, and CVE-2013-6429.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,32
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-jpa-1.11.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-jpa\1.11.1.RELEASE\spring-data-jpa-1.11.1.RELEASE.jar,Spring Data module for JPA repositories.,"",22d87c3030bdf631930061f6e6711ec4,fa362aecd78883991f57a5d64e19f34b57a2c34d,pkg:maven/org.springframework.data/spring-data-jpa@1.11.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_jpa:1.11.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.11.1:release:*:*:*:*:*:*",CVE-2016-1000027,CWE-502 Deserialization of Untrusted Data,"Pivotal Spring Framework through 5.3.16 suffers from a potential remote code execution (RCE) issue if used for Java deserialization of untrusted data. Depending on how the library is implemented within a product, this issue may or not occur, and authentication may be required. NOTE: the vendor's position is that untrusted data is not an intended use case. The product's behavior will not be changed because some users rely on deserialization of trusted data.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,32
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-jpa-1.11.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-jpa\1.11.1.RELEASE\spring-data-jpa-1.11.1.RELEASE.jar,Spring Data module for JPA repositories.,"",22d87c3030bdf631930061f6e6711ec4,fa362aecd78883991f57a5d64e19f34b57a2c34d,pkg:maven/org.springframework.data/spring-data-jpa@1.11.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_jpa:1.11.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.11.1:release:*:*:*:*:*:*",CVE-2018-11039,NVD-CWE-noinfo,"Spring Framework (versions 5.0.x prior to 5.0.7, versions 4.3.x prior to 4.3.18, and older unsupported versions) allow web applications to change the HTTP request method to any HTTP method (including TRACE) using the HiddenHttpMethodFilter in Spring MVC. If an application has a pre-existing XSS vulnerability, a malicious user (or attacker) can use this filter to escalate to an XST (Cross Site Tracing) attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,32
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-data-jpa-1.11.1.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\data\spring-data-jpa\1.11.1.RELEASE\spring-data-jpa-1.11.1.RELEASE.jar,Spring Data module for JPA repositories.,"",22d87c3030bdf631930061f6e6711ec4,fa362aecd78883991f57a5d64e19f34b57a2c34d,pkg:maven/org.springframework.data/spring-data-jpa@1.11.1.RELEASE,"cpe:2.3:a:pivotal_software:spring_data_jpa:1.11.1:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.11.1:release:*:*:*:*:*:*",CVE-2018-11040,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,"Spring Framework, versions 5.0.x prior to 5.0.7 and 4.3.x prior to 4.3.18 and older unsupported versions, allows web applications to enable cross-domain requests via JSONP (JSON with Padding) through AbstractJsonpResponseBodyAdvice for REST controllers and MappingJackson2JsonView for browser requests. Both are not enabled by default in Spring Framework nor Spring Boot, however, when MappingJackson2JsonView is configured in an application, JSONP support is automatically ready to use through the ""jsonp"" and ""callback"" JSONP parameters, enabling cross-domain requests.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,32
